ID ведомства из ФРГУ,Название ведомства,Код ОКАТО региона предоставления,Источник получения данных с оценками,Идентификатор источника получения данных,Идентификатор в ИАС МКГУ,ID услуги из ФРГУ,Название услуги,Дата получения услуги,Идентификатор оцениваемого критерия (показателя),Наименование оцениваемого критерия (показателя),Значение показателя,Единицы измерения оценки (показателя),Дата и время получения оценки,"Мнение получателя услуги, выраженное в текстовом комментарии"
10000001022,Федеральная миграционная служба,,Вашконтроль.ру,2,610666,10001959166,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации, содержащих электронные носители информации, и их учет",2013-12-03 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",1,баллы,2013-12-03 12:10:47 UTC,"При получении заграничного паспорта нового поколения  через портал гос.услуг я была в шоке от увиденного в УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11, который принимает 1 раз в неделю с 9.00 до 13.00,принимает 1 человек, хотя судя по фае в котором расположено около 8 рабочих мест, которые почему то пустуют? Придя по указанному адресу к 9.00 я была 30 как оказалось мне сообщил молодой человек который всех записывал на листок бумаги.Это где такое видано, подавая документы через интернет ты приходишь в УФМС отдать квитанцию об оплате и ждешь в очереди 4 часа?. Мне кажется мы опять возвращаемся в ""КАМЕННЫЙ ВЕК"". Не ужели  нельзя приглашать в УФМС строго по времени?. Ну а некоторые отстояв очередь 4часа вообще не попали в 15 кабинет где принимают людей подавших заявление на получение заграничного паспорта нового поколения  через интернет. Им сказали приходите через неделю,может повезет.Прошу организовать нормальную работу  УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11."
10000001022,Федеральная миграционная служба,,Вашконтроль.ру,2,610667,10001959166,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации, содержащих электронные носители информации, и их учет",2013-12-03 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",1,баллы,2013-12-03 12:10:47 UTC,"При получении заграничного паспорта нового поколения  через портал гос.услуг я была в шоке от увиденного в УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11, который принимает 1 раз в неделю с 9.00 до 13.00,принимает 1 человек, хотя судя по фае в котором расположено около 8 рабочих мест, которые почему то пустуют? Придя по указанному адресу к 9.00 я была 30 как оказалось мне сообщил молодой человек который всех записывал на листок бумаги.Это где такое видано, подавая документы через интернет ты приходишь в УФМС отдать квитанцию об оплате и ждешь в очереди 4 часа?. Мне кажется мы опять возвращаемся в ""КАМЕННЫЙ ВЕК"". Не ужели  нельзя приглашать в УФМС строго по времени?. Ну а некоторые отстояв очередь 4часа вообще не попали в 15 кабинет где принимают людей подавших заявление на получение заграничного паспорта нового поколения  через интернет. Им сказали приходите через неделю,может повезет.Прошу организовать нормальную работу  УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11."
10000001022,Федеральная миграционная служба,,Вашконтроль.ру,2,610668,10001959166,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации, содержащих электронные носители информации, и их учет",2013-12-03 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,3,баллы,2013-12-03 12:10:48 UTC,"При получении заграничного паспорта нового поколения  через портал гос.услуг я была в шоке от увиденного в УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11, который принимает 1 раз в неделю с 9.00 до 13.00,принимает 1 человек, хотя судя по фае в котором расположено около 8 рабочих мест, которые почему то пустуют? Придя по указанному адресу к 9.00 я была 30 как оказалось мне сообщил молодой человек который всех записывал на листок бумаги.Это где такое видано, подавая документы через интернет ты приходишь в УФМС отдать квитанцию об оплате и ждешь в очереди 4 часа?. Мне кажется мы опять возвращаемся в ""КАМЕННЫЙ ВЕК"". Не ужели  нельзя приглашать в УФМС строго по времени?. Ну а некоторые отстояв очередь 4часа вообще не попали в 15 кабинет где принимают людей подавших заявление на получение заграничного паспорта нового поколения  через интернет. Им сказали приходите через неделю,может повезет.Прошу организовать нормальную работу  УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11."
10000001022,Федеральная миграционная служба,,Виджеты,3,610681,10000027991,Осуществление миграционного учета в Российской Федерации,2013-12-03 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-03 12:32:33 UTC,"Я Вамуш Оксана Ивановна гр-нка Украины выехала из России в Абхазию не зная ,что  у меня стоит запрет на въезд (обратно) в Россию . Как выяснилось ,был превышен срок пребывания на территории России в прошлом году. Скажите пожалуйста каким образом я могу попасть на родину и куда мне нужно обратиться. очень важно !!!"
10000001022,Федеральная миграционная служба,,Виджеты,3,610682,10000027991,Осуществление миграционного учета в Российской Федерации,2013-12-03 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-03 12:32:33 UTC,"Я Вамуш Оксана Ивановна гр-нка Украины выехала из России в Абхазию не зная ,что  у меня стоит запрет на въезд (обратно) в Россию . Как выяснилось ,был превышен срок пребывания на территории России в прошлом году. Скажите пожалуйста каким образом я могу попасть на родину и куда мне нужно обратиться. очень важно !!!"
10001749138,,,Телефонный центр,4,610696,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,2,баллы,2013-12-03 12:55:43 UTC,
10001749138,,,Телефонный центр,4,610697,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-03 12:55:43 UTC,
10001749138,,,Телефонный центр,4,610698,10000011206,,2013-12-02 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-03 12:55:44 UTC,
10001749138,,,Телефонный центр,4,610699,10000011206,,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",2,баллы,2013-12-03 12:55:44 UTC,
10001749138,,,Телефонный центр,4,610700,10000011206,,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-03 12:55:44 UTC,
